IDCliente,Estado Civil,Género,Hijos,Hijos en casa,Educación,Ocupación,Casa,Coches,Distancia,Región,Comprador,Edad,Ingresos
26605,S,M,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,0,47,70000
26606,S,F,3,2,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,40,60000
26607,M,F,3,2,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,46,60000
26608,S,M,3,2,Graduate Degree,Professional,0,0,0-1 Miles,North America,1,35,60000
26609,M,F,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,North America,1,36,70000
26610,M,F,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,1,47,70000
26611,M,F,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,1,47,70000
26612,M,F,4,3,High School,Skilled Manual,1,3,10+ Miles,North America,0,49,40000
26613,M,F,4,3,High School,Skilled Manual,1,3,5-10 Miles,North America,0,48,40000
26614,S,M,4,2,High School,Skilled Manual,1,2,2-5 Miles,North America,1,48,40000
26615,M,M,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,1,48,60000
26616,M,M,0,0,Bachelors,Professional,0,1,0-1 Miles,North America,1,39,40000
26617,M,M,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,1,49,60000
26618,M,F,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,1,50,60000
26619,M,M,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,North America,1,50,60000
26620,S,F,0,0,Partial College,Skilled Manual,0,1,0-1 Miles,North America,1,37,50000
26621,S,F,0,0,Partial College,Skilled Manual,0,1,2-5 Miles,North America,0,42,50000
26622,S,F,0,0,Partial College,Skilled Manual,0,1,0-1 Miles,North America,1,42,50000
26623,S,F,0,0,Partial College,Skilled Manual,0,1,2-5 Miles,North America,1,43,50000
26624,S,F,0,0,Partial College,Skilled Manual,0,1,2-5 Miles,North America,1,42,50000
26625,S,F,0,0,Graduate Degree,Professional,1,1,2-5 Miles,North America,1,36,60000
26626,S,M,0,0,Graduate Degree,Professional,0,1,0-1 Miles,North America,1,43,60000
26627,M,M,0,0,Graduate Degree,Professional,0,1,0-1 Miles,North America,1,42,60000
26628,S,M,2,0,High School,Skilled Manual,0,1,0-1 Miles,North America,0,82,40000
26629,M,F,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,North America,1,50,60000
26630,M,F,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,1,50,60000
26631,M,M,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,1,50,60000
26632,M,F,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,1,43,60000
26633,M,F,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,1,49,60000
26634,M,M,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,North America,1,44,60000
26635,M,F,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,1,50,60000
26636,M,M,5,4,Bachelors,Professional,1,0,2-5 Miles,North America,0,50,60000
26637,M,M,4,3,Bachelors,Professional,1,0,2-5 Miles,North America,0,51,60000
26638,S,F,1,0,Graduate Degree,Professional,0,1,0-1 Miles,North America,1,50,70000
26639,M,F,5,5,Graduate Degree,Professional,1,3,10+ Miles,North America,0,51,70000
26640,S,M,5,5,Graduate Degree,Professional,1,3,10+ Miles,North America,1,50,70000
26641,S,M,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,50,80000
26642,M,F,1,0,Partial College,Skilled Manual,1,1,0-1 Miles,North America,1,51,80000
26643,M,M,3,2,Bachelors,Professional,1,0,2-5 Miles,North America,1,51,60000
26644,S,F,1,0,Bachelors,Professional,0,1,0-1 Miles,North America,1,46,60000
26645,S,F,1,0,Bachelors,Professional,1,1,2-5 Miles,North America,1,51,60000
26646,S,F,1,0,Bachelors,Professional,1,1,2-5 Miles,North America,1,34,60000
26647,S,F,1,0,Bachelors,Professional,1,1,2-5 Miles,North America,1,46,60000
26648,S,F,5,4,Graduate Degree,Professional,1,1,2-5 Miles,North America,0,40,70000
26649,S,F,5,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,1,40,80000
26650,S,M,5,4,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,51,80000
26651,S,M,4,4,Graduate Degree,Management,1,0,0-1 Miles,Pacific,1,29,80000
26652,M,M,4,4,Graduate Degree,Management,1,0,0-1 Miles,Pacific,1,29,80000
26653,M,F,4,4,Graduate Degree,Management,1,1,0-1 Miles,Pacific,1,29,80000
26654,M,F,1,0,Graduate Degree,Management,1,0,0-1 Miles,Pacific,1,40,90000
26655,M,M,1,0,Graduate Degree,Management,0,0,0-1 Miles,Pacific,1,40,90000
26656,M,F,2,0,Bachelors,Professional,0,0,0-1 Miles,Pacific,1,41,90000
26657,S,M,2,0,Bachelors,Professional,0,0,0-1 Miles,Pacific,1,35,90000
26658,M,M,1,0,Graduate Degree,Management,1,0,1-2 Miles,Pacific,1,40,100000
26659,M,F,4,4,Graduate Degree,Management,0,1,0-1 Miles,Pacific,0,39,80000
26660,M,M,2,2,Bachelors,Professional,1,1,2-5 Miles,Pacific,1,42,60000
26661,S,F,2,2,Bachelors,Professional,0,1,0-1 Miles,Pacific,1,41,60000
26662,S,F,2,2,Bachelors,Professional,1,1,2-5 Miles,Pacific,1,41,60000
26663,S,F,2,2,Bachelors,Professional,0,1,0-1 Miles,Pacific,1,42,60000
26664,M,F,5,5,Bachelors,Professional,1,3,10+ Miles,Pacific,0,42,70000
26665,S,M,5,5,Bachelors,Professional,1,3,10+ Miles,Pacific,0,42,70000
26666,S,F,1,0,Graduate Degree,Management,0,1,2-5 Miles,Pacific,1,41,110000
26667,S,F,1,0,Graduate Degree,Management,1,0,1-2 Miles,Pacific,1,40,120000
26668,M,F,5,5,Bachelors,Professional,1,4,10+ Miles,Pacific,0,42,70000
26669,M,M,5,5,Bachelors,Professional,1,4,10+ Miles,Pacific,0,42,70000
26670,M,M,5,5,Bachelors,Professional,1,4,10+ Miles,Pacific,0,42,70000
26671,M,M,5,5,Graduate Degree,Management,1,2,0-1 Miles,Pacific,0,42,80000
26672,M,F,5,5,Bachelors,Professional,1,4,1-2 Miles,Pacific,0,38,80000
26673,M,M,0,0,Bachelors,Professional,1,0,2-5 Miles,Pacific,1,43,90000
26674,M,F,3,1,Partial High School,Skilled Manual,1,3,10+ Miles,North America,0,56,60000
26675,M,F,2,0,High School,Professional,1,2,5-10 Miles,North America,0,53,60000
26676,M,F,2,0,High School,Professional,1,2,5-10 Miles,North America,1,52,60000
26677,M,M,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,0,53,80000
26678,S,F,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,0,53,80000
26679,M,M,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,0,54,80000
26680,S,F,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,0,47,80000
26681,S,M,2,0,High School,Professional,1,2,5-10 Miles,North America,1,53,60000
26682,M,M,4,4,Partial College,Professional,1,3,2-5 Miles,North America,0,45,90000
26683,S,F,4,4,Partial College,Professional,1,3,2-5 Miles,North America,1,39,90000
26684,M,M,2,2,Bachelors,Management,1,3,2-5 Miles,North America,1,44,110000
26685,S,M,1,1,Graduate Degree,Management,0,4,1-2 Miles,North America,0,33,130000
26686,M,M,4,3,Bachelors,Management,0,0,0-1 Miles,North America,0,40,80000
26687,M,M,4,3,Partial College,Professional,1,2,2-5 Miles,North America,0,45,80000
26688,M,F,4,3,Partial College,Professional,1,2,0-1 Miles,North America,0,40,80000
26689,S,M,3,2,Bachelors,Management,0,4,1-2 Miles,North America,0,45,110000
26690,M,F,3,2,Bachelors,Management,1,4,2-5 Miles,North America,0,45,110000
26691,S,F,4,2,Bachelors,Management,0,4,1-2 Miles,North America,0,45,110000
26692,M,F,3,2,Partial College,Professional,1,0,5-10 Miles,North America,1,42,70000
26693,M,M,3,2,Partial College,Professional,1,1,5-10 Miles,North America,0,47,70000
26694,S,M,3,0,Partial College,Professional,1,2,2-5 Miles,North America,1,53,80000
26695,M,F,3,0,Partial College,Professional,1,2,2-5 Miles,North America,1,53,80000
26696,S,F,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,0,54,80000
26697,M,M,0,2,Partial College,Professional,1,2,5-10 Miles,North America,0,30,100000
26698,M,F,4,3,Partial College,Professional,1,3,5-10 Miles,North America,1,46,120000
26699,S,F,5,4,Partial College,Professional,1,2,5-10 Miles,North America,0,41,80000
26700,S,F,5,4,Partial College,Professional,1,2,5-10 Miles,North America,0,41,80000
26701,M,F,5,4,Partial College,Professional,1,3,5-10 Miles,North America,0,42,80000
26702,M,F,5,4,Partial College,Professional,1,4,1-2 Miles,North America,0,42,90000
26703,M,M,1,2,Partial College,Professional,1,3,5-10 Miles,North America,1,47,100000
26704,S,M,1,3,Bachelors,Management,0,2,1-2 Miles,North America,0,42,110000
26705,S,M,1,1,Partial College,Professional,0,4,2-5 Miles,North America,1,42,150000
26706,M,F,5,4,Partial College,Professional,0,3,2-5 Miles,North America,0,49,70000
26707,M,F,1,3,Bachelors,Management,0,3,2-5 Miles,North America,0,37,110000
26708,S,F,1,3,Partial College,Professional,0,4,2-5 Miles,North America,1,48,110000
26709,S,F,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,0,54,80000
26710,M,F,2,0,High School,Professional,1,2,5-10 Miles,North America,1,54,60000
26711,S,F,2,0,High School,Professional,0,2,1-2 Miles,North America,1,54,60000
26712,S,F,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,0,50,70000
26713,M,F,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,0,56,70000
26714,S,F,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,0,56,70000
26715,M,F,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,0,55,70000
26716,M,F,4,0,High School,Professional,1,2,5-10 Miles,North America,0,74,30000
26717,M,M,3,0,Partial College,Professional,1,2,5-10 Miles,North America,1,69,40000
26718,M,M,2,2,Graduate Degree,Management,1,4,5-10 Miles,North America,1,68,100000
26719,S,F,5,4,Partial College,Professional,0,4,1-2 Miles,North America,0,50,80000
26720,M,M,0,3,Partial College,Professional,1,1,5-10 Miles,North America,0,49,100000
26721,S,F,0,3,Partial College,Professional,0,3,1-2 Miles,North America,0,49,100000
26722,M,F,4,3,Partial College,Professional,1,4,2-5 Miles,North America,0,43,110000
26723,S,M,1,1,Bachelors,Management,0,2,0-1 Miles,North America,1,44,170000
26724,S,F,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,1,55,60000
26725,M,F,2,0,Partial High School,Skilled Manual,1,2,5-10 Miles,North America,1,55,60000
26726,S,F,2,0,Partial High School,Skilled Manual,0,2,1-2 Miles,North America,1,55,60000
26727,M,M,3,1,High School,Professional,1,0,5-10 Miles,North America,1,55,70000
26728,S,M,3,0,Graduate Degree,Management,0,2,1-2 Miles,North America,1,51,70000
26729,S,M,3,0,Graduate Degree,Management,0,2,1-2 Miles,North America,1,57,70000
26730,S,F,3,0,Partial College,Professional,1,2,5-10 Miles,North America,0,57,40000
26731,M,M,3,0,Partial College,Professional,0,2,1-2 Miles,North America,1,57,40000
26732,S,M,3,0,Partial College,Professional,1,2,5-10 Miles,North America,0,52,40000
26733,M,M,3,0,Partial College,Professional,1,2,5-10 Miles,North America,0,53,40000
26734,M,F,3,0,Partial College,Professional,0,2,1-2 Miles,North America,1,53,40000
26735,S,F,3,0,Partial College,Professional,0,2,1-2 Miles,North America,1,59,40000
26736,S,F,4,0,High School,Professional,1,2,5-10 Miles,North America,0,60,30000
26737,S,F,4,0,Partial College,Professional,1,2,5-10 Miles,North America,0,60,40000
26738,S,F,4,0,High School,Professional,1,2,5-10 Miles,North America,0,44,40000
26739,M,M,4,4,Bachelors,Professional,1,3,10+ Miles,Pacific,0,45,60000
26740,M,M,3,2,Bachelors,Professional,0,2,0-1 Miles,Pacific,1,40,60000
26741,M,F,3,3,Bachelors,Professional,1,0,0-1 Miles,Pacific,0,42,90000
26742,M,M,3,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,0,83,70000
26743,S,M,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,47,70000
26744,M,M,1,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,1,42,60000
26745,M,F,1,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,1,47,60000
26746,S,F,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,1,43,60000
26747,S,F,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,1,43,60000
26748,S,F,0,0,Graduate Degree,Management,0,1,0-1 Miles,Pacific,1,44,100000
26749,M,M,0,0,Bachelors,Professional,0,1,2-5 Miles,Pacific,1,43,100000
26750,S,M,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,1,50,60000
26751,S,F,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,44,60000
26752,M,M,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,44,60000
26753,S,F,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,1,44,60000
26754,S,F,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,49,60000
26755,M,M,5,5,Bachelors,Professional,1,4,1-2 Miles,Pacific,0,44,80000
26756,S,F,5,5,Bachelors,Professional,1,4,1-2 Miles,Pacific,0,44,80000
26757,S,M,1,0,Bachelors,Professional,1,1,2-5 Miles,Pacific,1,51,90000
26758,S,M,5,0,Bachelors,Professional,1,1,5-10 Miles,Pacific,1,51,100000
26759,M,F,0,0,Bachelors,Professional,0,1,0-1 Miles,Pacific,0,47,70000
26760,S,F,0,0,Bachelors,Professional,0,2,5-10 Miles,Pacific,1,35,70000
26761,M,F,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,47,60000
26762,M,F,5,4,Partial College,Skilled Manual,0,2,0-1 Miles,Pacific,0,47,70000
26763,M,M,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,49,60000
26764,M,M,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,49,60000
26765,S,F,5,4,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,0,49,70000
26766,M,F,5,4,Partial College,Skilled Manual,1,3,10+ Miles,Pacific,0,43,70000
26767,S,F,1,0,Partial College,Skilled Manual,0,1,0-1 Miles,Pacific,1,35,70000
26768,M,F,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,52,70000
26769,M,F,2,0,Bachelors,Management,1,1,5-10 Miles,Pacific,0,73,40000
26770,M,F,5,4,Partial College,Skilled Manual,1,3,10+ Miles,Pacific,0,49,70000
26771,M,M,5,4,Partial College,Skilled Manual,1,3,10+ Miles,Pacific,0,49,70000
26772,M,F,5,4,Partial College,Skilled Manual,1,3,5-10 Miles,Pacific,0,50,70000
26773,M,F,5,4,Partial College,Skilled Manual,1,3,10+ Miles,Pacific,0,44,70000
26774,M,F,1,0,Partial College,Skilled Manual,1,1,5-10 Miles,Pacific,1,36,70000
26775,M,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,33,30000
26776,S,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,33,30000
26777,S,M,0,0,High School,Skilled Manual,1,1,5-10 Miles,North America,0,29,40000
26778,S,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,34,40000
26779,M,F,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,0,29,30000
26780,S,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,30,30000
26781,M,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,30,30000
26782,S,M,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,1,29,30000
26783,M,M,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,0,29,40000
26784,S,M,5,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,0,63,10000
26785,M,M,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,0,72,40000
26786,S,M,0,0,Partial High School,Clerical,0,2,0-1 Miles,North America,1,31,30000
26787,S,M,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,0,31,30000
26788,S,F,0,0,High School,Skilled Manual,0,2,5-10 Miles,North America,0,31,40000
26789,S,M,0,0,High School,Skilled Manual,0,2,0-1 Miles,North America,1,31,40000
26790,S,F,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,0,33,30000
26791,S,M,0,0,Partial High School,Clerical,0,2,5-10 Miles,North America,0,32,30000
26792,S,M,0,0,Partial High School,Clerical,0,2,0-1 Miles,North America,0,32,30000
26793,S,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,33,40000
26794,M,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,30,40000
26795,M,M,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,1,69,40000
26796,S,M,2,0,Bachelors,Management,1,2,5-10 Miles,Pacific,1,69,40000
26797,S,M,2,0,Bachelors,Management,0,2,0-1 Miles,Pacific,1,61,40000
26798,M,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,34,40000
26799,M,M,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,0,33,40000
26800,S,F,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,0,33,40000
26801,M,M,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,1,33,60000
26802,S,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,34,40000
26803,M,M,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,0,36,50000
26804,S,F,0,0,Partial College,Skilled Manual,1,1,5-10 Miles,North America,0,35,50000
26805,S,F,0,0,Partial College,Skilled Manual,0,1,1-2 Miles,North America,1,36,60000
26806,M,M,3,3,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,0,39,50000
26807,S,M,3,3,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,0,39,50000
26808,S,F,3,3,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,0,39,50000
26809,S,F,3,3,Bachelors,Skilled Manual,0,2,0-1 Miles,North America,0,44,50000
26810,S,F,3,3,Bachelors,Skilled Manual,0,2,0-1 Miles,North America,0,39,50000
26811,S,F,3,3,Bachelors,Skilled Manual,1,3,10+ Miles,North America,1,38,50000
26812,M,M,3,3,Bachelors,Skilled Manual,1,3,10+ Miles,North America,0,44,50000
26813,S,M,4,4,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,0,44,50000
26814,M,M,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,44,60000
26815,M,F,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,44,60000
26816,M,M,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,42,40000
26817,S,M,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,35,40000
26818,S,M,3,3,High School,Manual,1,1,0-1 Miles,Europe,1,37,10000
26819,M,M,3,3,High School,Manual,1,1,0-1 Miles,Europe,0,43,10000
26820,M,F,3,3,Partial High School,Manual,1,1,0-1 Miles,Europe,0,42,10000
26821,M,F,4,4,Partial High School,Manual,1,0,0-1 Miles,Europe,0,43,10000
26822,S,F,1,1,Partial College,Manual,1,1,2-5 Miles,Europe,1,43,20000
26823,S,F,1,1,Bachelors,Clerical,0,0,0-1 Miles,Europe,1,42,30000
26824,S,F,4,4,Partial High School,Manual,1,1,0-1 Miles,Europe,1,44,10000
26825,M,M,4,4,Partial High School,Manual,1,1,0-1 Miles,Europe,1,37,10000
26826,S,F,5,5,Partial High School,Manual,1,1,0-1 Miles,Europe,1,38,10000
26827,S,F,0,0,Bachelors,Clerical,0,0,0-1 Miles,Europe,1,43,40000
26828,M,F,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,31,40000
26829,M,F,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,37,40000
26830,M,M,1,1,Bachelors,Clerical,1,1,2-5 Miles,Europe,1,43,30000
26831,M,M,1,1,Bachelors,Clerical,1,1,2-5 Miles,Europe,1,44,30000
26832,M,F,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,0,38,30000
26833,M,M,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,0,44,30000
26834,M,F,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,0,44,30000
26835,M,M,4,3,Partial High School,Manual,1,2,0-1 Miles,Europe,0,39,10000
26836,S,M,2,2,High School,Manual,0,0,0-1 Miles,Europe,0,44,20000
26837,M,M,2,2,High School,Manual,1,0,0-1 Miles,Europe,1,45,20000
26838,S,F,2,2,High School,Manual,0,1,0-1 Miles,Europe,0,44,20000
26839,S,M,2,2,High School,Manual,1,2,0-1 Miles,Europe,0,45,20000
26840,M,M,2,2,High School,Manual,1,2,0-1 Miles,Europe,0,39,20000
26841,M,M,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,0,44,30000
26842,M,F,5,2,Partial High School,Manual,1,1,0-1 Miles,Europe,1,45,10000
26843,S,M,4,0,High School,Manual,0,2,0-1 Miles,Europe,0,81,10000
26844,S,F,2,0,Partial College,Manual,0,1,1-2 Miles,Europe,0,79,20000
26845,S,M,2,2,High School,Manual,1,2,0-1 Miles,Europe,0,45,20000
26846,M,M,2,2,High School,Manual,1,2,0-1 Miles,Europe,0,45,20000
26847,S,M,3,3,High School,Manual,0,0,0-1 Miles,Europe,0,46,20000
26848,M,F,3,3,High School,Manual,1,0,0-1 Miles,Europe,1,45,20000
26849,M,M,3,2,Partial High School,Manual,1,2,0-1 Miles,Europe,0,47,10000
26850,S,M,3,3,High School,Manual,0,2,0-1 Miles,Europe,0,35,20000
26851,S,F,3,3,High School,Manual,1,2,0-1 Miles,Europe,0,46,20000
26852,M,F,3,3,High School,Manual,1,2,0-1 Miles,Europe,0,46,20000
26853,S,M,2,2,Partial College,Manual,1,0,0-1 Miles,Europe,1,44,30000
26854,S,M,0,0,Bachelors,Professional,1,0,0-1 Miles,Europe,1,44,40000
26855,M,F,0,0,Bachelors,Professional,0,0,0-1 Miles,Europe,1,43,40000
26856,M,F,2,2,Partial College,Clerical,1,1,0-1 Miles,Europe,1,44,30000
26857,M,M,2,2,Partial College,Clerical,1,2,0-1 Miles,Europe,0,33,30000
26858,M,M,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,1,44,40000
26859,M,M,2,2,Partial College,Clerical,1,2,0-1 Miles,Europe,0,45,30000
26860,M,F,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,1,39,40000
26861,S,M,3,3,Partial College,Clerical,0,0,0-1 Miles,Europe,0,46,30000
26862,S,F,3,3,Partial College,Clerical,1,0,0-1 Miles,Europe,1,46,30000
26863,S,M,0,0,High School,Manual,0,1,2-5 Miles,Europe,0,32,20000
26864,S,F,3,3,Partial College,Clerical,1,1,0-1 Miles,Europe,1,30,30000
26865,M,F,3,3,Partial College,Clerical,1,2,0-1 Miles,Europe,0,31,30000
26866,S,F,3,3,Partial College,Clerical,0,2,0-1 Miles,Europe,1,30,30000
26867,M,M,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,1,46,40000
26868,M,F,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,1,41,40000
26869,M,M,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,1,46,40000
26870,M,F,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,1,41,40000
26871,S,M,1,0,Partial College,Clerical,0,1,0-1 Miles,Europe,0,42,30000
26872,M,M,3,3,Partial College,Clerical,1,3,0-1 Miles,Europe,0,32,30000
26873,S,F,0,0,Partial College,Clerical,1,1,2-5 Miles,Europe,1,32,30000
26874,S,M,0,0,Partial College,Clerical,0,1,2-5 Miles,Europe,0,32,30000
26875,S,M,0,0,Partial College,Clerical,0,1,2-5 Miles,Europe,0,33,30000
26876,S,F,0,0,Partial College,Clerical,0,1,0-1 Miles,Europe,1,32,30000
26877,M,M,0,0,Partial College,Clerical,0,1,0-1 Miles,Europe,0,33,30000
26878,M,F,0,0,High School,Manual,0,1,2-5 Miles,Europe,0,34,20000
26879,S,F,0,0,High School,Manual,0,1,2-5 Miles,Europe,0,33,20000
26880,S,F,0,0,High School,Manual,1,1,2-5 Miles,Europe,0,34,20000
26881,M,F,0,0,Partial High School,Manual,1,2,0-1 Miles,Europe,0,35,10000
26882,S,F,0,0,High School,Manual,0,1,5-10 Miles,Europe,0,33,20000
26883,S,F,0,0,High School,Manual,0,1,5-10 Miles,Europe,0,33,20000
26884,S,F,0,0,Partial College,Clerical,0,1,0-1 Miles,Europe,1,33,30000
26885,S,M,0,0,Partial College,Clerical,0,1,0-1 Miles,Europe,1,34,30000
26886,S,F,0,0,Partial College,Clerical,0,1,0-1 Miles,Europe,1,33,30000
26887,M,F,0,0,Partial High School,Manual,1,2,0-1 Miles,Europe,0,35,10000
26888,S,M,0,0,Partial High School,Manual,1,2,0-1 Miles,Europe,0,36,10000
26889,S,F,0,0,Partial High School,Manual,0,1,5-10 Miles,Europe,0,35,20000
26890,M,M,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,1,29,40000
26891,M,M,1,1,Bachelors,Skilled Manual,0,0,0-1 Miles,Europe,0,34,40000
26892,M,M,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,1,34,40000
26893,M,F,1,1,Bachelors,Skilled Manual,0,0,0-1 Miles,Europe,0,34,40000
26894,S,F,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,0,37,10000
26895,S,F,0,0,Graduate Degree,Manual,0,0,0-1 Miles,Europe,1,30,10000
26896,S,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,42,20000
26897,M,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,47,20000
26898,S,F,1,0,Bachelors,Manual,1,0,0-1 Miles,Europe,0,48,10000
26899,M,F,1,0,Bachelors,Manual,1,0,0-1 Miles,Europe,0,43,10000
26900,S,F,1,0,Bachelors,Manual,0,0,0-1 Miles,Europe,0,48,10000
26901,M,M,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,43,20000
26902,M,M,5,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,47,30000
26903,M,M,4,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,42,30000
26904,S,F,1,0,Bachelors,Clerical,0,0,0-1 Miles,Europe,0,52,10000
26905,S,F,1,0,Partial College,Manual,1,0,0-1 Miles,Europe,0,52,10000
26906,M,M,2,0,Partial College,Manual,1,0,0-1 Miles,Europe,0,53,10000
26907,M,F,2,0,Partial College,Manual,1,0,0-1 Miles,Europe,0,53,10000
26908,M,M,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,54,20000
26909,S,F,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,48,20000
26910,S,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,71,30000
26911,S,F,1,0,Graduate Degree,Clerical,0,0,0-1 Miles,Europe,0,71,30000
26912,S,F,2,0,Bachelors,Clerical,0,1,0-1 Miles,Europe,0,70,10000
26913,M,M,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,70,20000
26914,S,F,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,69,20000
26915,S,M,1,0,Bachelors,Clerical,0,0,0-1 Miles,Europe,0,67,30000
26916,M,F,0,0,Partial College,Manual,1,1,2-5 Miles,Pacific,1,29,10000
